vaalipiiri,id,sukunimi,etunimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.
03 Varsinais-Suomen vaalipiiri,5825,Sirkiä,Anna,Suomen Keskusta,23,F,0
02 Uudenmaan vaalipiiri,5606,Sirviö,Fredrik,Vihreä liitto,30,M,0
12 Oulun vaalipiiri,4362,Sirviö,Pirjo,Suomen Sosialidemokraattinen Puolue,59,F,0
08 Kaakkois-Suomen vaalipiiri,5213,Sistonen,Eero,Suomen Keskusta,29,M,0
07 Pirkanmaan vaalipiiri,5134,Siuro,Petri,Vihreä liitto,50,M,0
08 Kaakkois-Suomen vaalipiiri,4998,Sivenius,Päivi,Perussuomalaiset,56,F,0
02 Uudenmaan vaalipiiri,5826,Sjöblom,Ruut,Kansallinen Kokoomus,38,F,0
04 Satakunnan vaalipiiri,4720,Sjöholm,Juha,Vihreä liitto,45,M,0
04 Satakunnan vaalipiiri,6228,Sjöholm,Olli,Suomen Kristillisdemokraatit (KD),32,M,0
10 Vaasan vaalipiiri,4429,Sjökvist,Peter,Suomen Sosialidemokraattinen Puolue,44,M,0
01 Helsingin vaalipiiri,4640,Sjöström ,Kim,Valitsijayhdistys Kim Sjöström,49,M,0
06 Hämeen vaalipiiri,4377,Skinnari,Ville,Suomen Sosialidemokraattinen Puolue,41,M,0
12 Oulun vaalipiiri,4664,Snellman,Anne,Perussuomalaiset,47,F,0
02 Uudenmaan vaalipiiri,5416,Sodhi,Ranbir ,Suomen Sosialidemokraattinen Puolue,51,M,0
02 Uudenmaan vaalipiiri,5857,Soini,Timo,Perussuomalaiset,52,M,1
06 Hämeen vaalipiiri,4164,Soinikoski,Mirka,Vihreä liitto,39,F,0
10 Vaasan vaalipiiri,6165,soinila,lasse,Itsenäisyyspuolue,44,M,0
04 Satakunnan vaalipiiri,5350,Solala,Sini,Vihreä liitto,35,F,0
07 Pirkanmaan vaalipiiri,4894,Solanterä,Minna-Maria,Vasemmistoliitto,55,F,0
01 Helsingin vaalipiiri,6233,Somero,Jani,Piraattipuolue,28,M,0
07 Pirkanmaan vaalipiiri,5989,Soppela,Olli,Piraattipuolue,0,,0
01 Helsingin vaalipiiri,5175,Sorja,Marika,Perussuomalaiset,30,F,0
07 Pirkanmaan vaalipiiri,5645,Sorsa,Minna,Vihreä liitto,46,F,0
02 Uudenmaan vaalipiiri,5887,Sorvari,Aatu,Suomen Kommunistinen Puolue,0,M,0
01 Helsingin vaalipiiri,4737,Sotikoff,Timo,Itsenäisyyspuolue,34,M,0
06 Hämeen vaalipiiri,4893,Soukola,Ismo,Perussuomalaiset,54,M,1
08 Kaakkois-Suomen vaalipiiri,4242,Spies,Kaisa,Vihreä liitto,35,F,0
07 Pirkanmaan vaalipiiri,4947,Stenbäck,Mark,Piraattipuolue,38,M,0
07 Pirkanmaan vaalipiiri,4322,Stenhäll,Jaakko,Vihreä liitto,30,M,0
02 Uudenmaan vaalipiiri,5492,Stevander,Terhi,Suomen Sosialidemokraattinen Puolue,29,F,0
01 Helsingin vaalipiiri,5575,Storgård,Päivi,Suomen ruotsalainen kansanpuolue,49,F,0
10 Vaasan vaalipiiri,6063,Strand,Joakim,Suomen ruotsalainen kansanpuolue,32,M,0
01 Helsingin vaalipiiri,5498,Stranius,Leo,Vihreä liitto,40,M,0
02 Uudenmaan vaalipiiri,5369,Stubb,Alexander,Kansallinen Kokoomus,47,M,1
06 Hämeen vaalipiiri,5977,Suhonen,Kaarina,Suomen Keskusta,44,F,0
02 Uudenmaan vaalipiiri,4620,Suhonen,Mirja,Suomen Sosialidemokraattinen Puolue,57,F,0
09 Savo-Karjalan vaalipiiri,4257,Suhonen,Timo,Suomen Sosialidemokraattinen Puolue,40,M,0
13 Lapin vaalipiiri,4426,Sukuvaara,Jani,Suomen Sosialidemokraattinen Puolue,40,M,0
01 Helsingin vaalipiiri,4832,Sumuvuori,Johanna,Vihreä liitto,38,F,1
03 Varsinais-Suomen vaalipiiri,5291,Sundberg,Kenneth,Suomen Keskusta,21,M,0
02 Uudenmaan vaalipiiri,5075,Sundberg,Tuija,Kansallinen Kokoomus,41,F,0
02 Uudenmaan vaalipiiri,4963,Sundell,Pia-Lisa,Suomen ruotsalainen kansanpuolue,42,F,0
02 Uudenmaan vaalipiiri,5336,Sundström,Oskari,Vihreä liitto,34,M,0
11 Keski-Suomen vaalipiiri,4701,Suntioinen,Timo,Suomen Kommunistinen Puolue,50,M,0
01 Helsingin vaalipiiri,5659,Suomalainen,Nina,Kansallinen Kokoomus,49,F,0
07 Pirkanmaan vaalipiiri,5754,Suomela,Iiris,Vihreä liitto,20,F,0
03 Varsinais-Suomen vaalipiiri,4732,Suominen,Jari,Vasemmistoliitto,55,M,0
11 Keski-Suomen vaalipiiri,5614,Suominen,Meiris,Perussuomalaiset,45,F,0
07 Pirkanmaan vaalipiiri,5540,Suominen,Paavo,Valitsijayhdistys Paavo Suominen,0,M,0
07 Pirkanmaan vaalipiiri,5419,Suominen,Simo,Suomen Kommunistinen Puolue,25,M,0
07 Pirkanmaan vaalipiiri,5537,Suoniemi,Juhana,Vihreä liitto,45,M,0
02 Uudenmaan vaalipiiri,5474,Suonperä,Arjo ,Suomen Kommunistinen Puolue,69,M,0
11 Keski-Suomen vaalipiiri,5239,Suonperä,Juha,Kansallinen Kokoomus,56,M,0
07 Pirkanmaan vaalipiiri,4459,Suonsivu,Jouni,Itsenäisyyspuolue,0,M,0
11 Keski-Suomen vaalipiiri,5231,Susiluoma,Heikki,Vihreä liitto,57,M,0
02 Uudenmaan vaalipiiri,4307,Suuronen,Janne,Suomen Kristillisdemokraatit (KD),48,M,0
12 Oulun vaalipiiri,6117,Suutari,Eero,Kansallinen Kokoomus,58,M,1
12 Oulun vaalipiiri,5137,Suutari,Tiina,Kansallinen Kokoomus,45,F,0
02 Uudenmaan vaalipiiri,5903,Sysimetsä,Ilkka,Muutos 2011,0,M,0
01 Helsingin vaalipiiri,5570,Säkkinen,Teppo,Suomen Keskusta,24,M,0
03 Varsinais-Suomen vaalipiiri,5214,Särkijärvi,Helena,Vihreä liitto,41,F,0
02 Uudenmaan vaalipiiri,5900,Särkiniemi,Seppo,Suomen Keskusta,57,M,0
04 Satakunnan vaalipiiri,4415,Söderbacka,Sari,Suomen Kristillisdemokraatit (KD),48,F,0
13 Lapin vaalipiiri,5724,Södervall,Ari,Perussuomalaiset,57,M,0
01 Helsingin vaalipiiri,4693,Söyring,Riikka,Itsenäisyyspuolue,50,F,0
06 Hämeen vaalipiiri,4750,Taavela,Irma,Vasemmistoliitto,39,F,0
08 Kaakkois-Suomen vaalipiiri,5187,Taavitsainen,Ninni,Suomen Sosialidemokraattinen Puolue,31,F,0
08 Kaakkois-Suomen vaalipiiri,4351,Taavitsainen,Satu,Suomen Sosialidemokraattinen Puolue,38,F,0
09 Savo-Karjalan vaalipiiri,4973,Tahvanainen,Petteri,Vasemmistoliitto,47,M,0
02 Uudenmaan vaalipiiri,4888,Tahvanainen,Säde,Suomen Sosialidemokraattinen Puolue,42,F,0
08 Kaakkois-Suomen vaalipiiri,5178,Tahvola,Kairit,Suomen Keskusta,24,F,0
03 Varsinais-Suomen vaalipiiri,5365,Taimela,Katja,Suomen Sosialidemokraattinen Puolue,40,F,1
07 Pirkanmaan vaalipiiri,4294,Tainio,Hanna,Suomen Sosialidemokraattinen Puolue,54,F,1
01 Helsingin vaalipiiri,4488,Taipale,Kaarin,Suomen Sosialidemokraattinen Puolue,66,F,0
09 Savo-Karjalan vaalipiiri,5552,Taivassalo,Milka,Suomen Kristillisdemokraatit (KD),28,F,0
12 Oulun vaalipiiri,5464,Taka-Eilola,Tomi,Suomen Sosialidemokraattinen Puolue,33,M,0
12 Oulun vaalipiiri,5185,Takkula,Hannu,Suomen Keskusta,51,M,0
04 Satakunnan vaalipiiri,5956,Takkunen,Jouko,Muutos 2011,0,M,0
06 Hämeen vaalipiiri,5767,Talikka,Aku,Piraattipuolue,32,M,0
06 Hämeen vaalipiiri,5201,Talja,Martti,Suomen Keskusta,63,M,0
02 Uudenmaan vaalipiiri,5551,Tallgren,Mika,Suomen Sosialidemokraattinen Puolue,44,M,0
12 Oulun vaalipiiri,5840,Talvitie,Mari-Leena ,Kansallinen Kokoomus,34,F,0
09 Savo-Karjalan vaalipiiri,5568,Tamio,Kim,Vihreä liitto,25,M,0
03 Varsinais-Suomen vaalipiiri,4197,Tamminen,Heikki,Perussuomalaiset,32,M,0
01 Helsingin vaalipiiri,5200,Tamminen,Lilja,Vihreä liitto,27,F,0
02 Uudenmaan vaalipiiri,4860,Tanskanen,Hannu Tapio,Muutos 2011,72,M,0
02 Uudenmaan vaalipiiri,4542,tanskanen,veikko,Vasemmistoliitto,56,M,0
09 Savo-Karjalan vaalipiiri,6041,Tanski,Juhani,Suomen Työväenpuolue STP,0,M,0
07 Pirkanmaan vaalipiiri,4840,Tanus,Sari,Suomen Kristillisdemokraatit (KD),51,F,0
11 Keski-Suomen vaalipiiri,4506,Tapiainen,Tommi,Vihreä liitto,41,M,0
13 Lapin vaalipiiri,4861,Tapio,Tarja ,Vasemmistoliitto,46,F,0
02 Uudenmaan vaalipiiri,4369,Tapiolinna,Maiju,Perussuomalaiset,49,F,0
03 Varsinais-Suomen vaalipiiri,4218,Tarke,Kimmo,Perussuomalaiset,54,M,0
13 Lapin vaalipiiri,5372,Tarvainen,Antti,Itsenäisyyspuolue,26,M,0
07 Pirkanmaan vaalipiiri,5292,Tasanen,Markus,Piraattipuolue,31,M,0
02 Uudenmaan vaalipiiri,5901,Taupila,Reija,Suomen Kristillisdemokraatit (KD),38,F,0
13 Lapin vaalipiiri,5851,Tauriainen,Harri,Perussuomalaiset,39,M,0
03 Varsinais-Suomen vaalipiiri,5370,Tavio,Ville,Perussuomalaiset,30,M,0
01 Helsingin vaalipiiri,5290,Tcheng,Emma,Suomen ruotsalainen kansanpuolue,20,F,0
08 Kaakkois-Suomen vaalipiiri,4523,Telkkä,Tuomas,Kansallinen Kokoomus,30,M,0
02 Uudenmaan vaalipiiri,4756,Tenhunen,Markku,Suomen Kristillisdemokraatit (KD),60,M,0
08 Kaakkois-Suomen vaalipiiri,5155,Tenhunen,Piia,Vasemmistoliitto,41,F,0
10 Vaasan vaalipiiri,4403,Tenkula,Tarja,Suomen Sosialidemokraattinen Puolue,53,F,0
01 Helsingin vaalipiiri,4178,Tepora,Tuulikki,Suomen Kristillisdemokraatit (KD),0,F,0
01 Helsingin vaalipiiri,5182,Terho,Sampo,Perussuomalaiset,37,M,0
04 Satakunnan vaalipiiri,4978,Tervakangas,Mika,Suomen Kristillisdemokraatit (KD),23,M,0
07 Pirkanmaan vaalipiiri,5505,Tervonen,Janne,Itsenäisyyspuolue,42,M,0
11 Keski-Suomen vaalipiiri,4954,Tiainen,Eila,Vasemmistoliitto,69,F,1
11 Keski-Suomen vaalipiiri,5295,Tiainen,Marko,Perussuomalaiset,41,M,0
01 Helsingin vaalipiiri,5881,Tiainen,Pekka,Suomen Työväenpuolue STP,63,M,0
12 Oulun vaalipiiri,5258,Tiainen,Tanja,Suomen Sosialidemokraattinen Puolue,38,F,0
02 Uudenmaan vaalipiiri,5828,Tiainen,Tuomas,Piraattipuolue,22,M,0
04 Satakunnan vaalipiiri,4980,Tietari,Satu,Suomen Keskusta,52,F,0
04 Satakunnan vaalipiiri,5441,Tigerstedt,Claes,Suomen ruotsalainen kansanpuolue,77,M,0
02 Uudenmaan vaalipiiri,5898,Tihveräinen,Juhani,Suomen Keskusta,0,,0
08 Kaakkois-Suomen vaalipiiri,5131,Tiilikainen,Kimmo,Suomen Keskusta,48,M,1
06 Hämeen vaalipiiri,4372,Tiilikkala,Kari,Vihreä liitto,60,M,0
13 Lapin vaalipiiri,4675,Tiitinen,Pekka,Suomen Sosialidemokraattinen Puolue,42,M,0
02 Uudenmaan vaalipiiri,6222,Tikka,Joni,Valitsijayhdistys Joni Tikka,32,M,0
10 Vaasan vaalipiiri,4968,Tikkakoski,Saara,Suomen Kristillisdemokraatit (KD),60,F,0
02 Uudenmaan vaalipiiri,5631,Tillanen,Eero,Itsenäisyyspuolue,53,M,0
06 Hämeen vaalipiiri,4515,Timonen,Kirsi,Suomen Kristillisdemokraatit (KD),50,F,0
10 Vaasan vaalipiiri,4735,Timonen,Marlen,Suomen ruotsalainen kansanpuolue,0,F,0
12 Oulun vaalipiiri,6102,Timonen,Sirkka,Vihreä liitto,0,F,0
11 Keski-Suomen vaalipiiri,5324,Timperi,Kati-Erika,Kansallinen Kokoomus,43,F,0
08 Kaakkois-Suomen vaalipiiri,5176,Tiusanen,Hannu,Suomen Keskusta,29,M,0
08 Kaakkois-Suomen vaalipiiri,4398,Tiusanen,Kari,Suomen Kristillisdemokraatit (KD),68,M,0
01 Helsingin vaalipiiri,5627,Toijonen,Karita,Suomen Sosialidemokraattinen Puolue,49,F,0
13 Lapin vaalipiiri,6172,Toikka,Eila,Kansallinen Kokoomus,57,F,0
08 Kaakkois-Suomen vaalipiiri,4507,Toikka,Marita,Kansallinen Kokoomus,0,F,0
08 Kaakkois-Suomen vaalipiiri,4444,Toivakka,Lenita,Kansallinen Kokoomus,53,F,1
12 Oulun vaalipiiri,5143,Toivanen,Pinja,Vasemmistoliitto,39,F,0
02 Uudenmaan vaalipiiri,5772,Toivola,Jani,Vihreä liitto,37,M,1
10 Vaasan vaalipiiri,4804,Tolppanen,Maria,Perussuomalaiset,62,F,1
02 Uudenmaan vaalipiiri,4885,Tolvanen,Kari,Kansallinen Kokoomus,53,M,1
09 Savo-Karjalan vaalipiiri,6037,Tolvanen,Pentti,Itsenäisyyspuolue,66,M,0
04 Satakunnan vaalipiiri,5955,Tommila,Markku,Muutos 2011,0,M,0
07 Pirkanmaan vaalipiiri,4290,Tomminen,Antti,Vihreä liitto,33,M,0
03 Varsinais-Suomen vaalipiiri,5060,Tonta,Toivo,Piraattipuolue,27,M,0
07 Pirkanmaan vaalipiiri,5518,Torkkola,Sinikka,Vasemmistoliitto,54,F,0
08 Kaakkois-Suomen vaalipiiri,5188,Torniainen,Ari,Suomen Keskusta,59,M,1
04 Satakunnan vaalipiiri,4237,Toroska,Kimmo,Muutos 2011,52,M,0
04 Satakunnan vaalipiiri,4352,Torpo,Risto,Suomen Kristillisdemokraatit (KD),71,M,0
01 Helsingin vaalipiiri,4337,Torsti,Pilvi,Suomen Sosialidemokraattinen Puolue,39,F,0
13 Lapin vaalipiiri,5374,Torvinen,Matti,Perussuomalaiset,58,M,0
02 Uudenmaan vaalipiiri,5088,Tossavainen,Reijo,Suomen Kommunistinen Puolue,0,M,0
13 Lapin vaalipiiri,4422,Tuisku,Sara,Kansallinen Kokoomus,32,F,0
07 Pirkanmaan vaalipiiri,4797,Tukia,Timo,Perussuomalaiset,52,M,0
03 Varsinais-Suomen vaalipiiri,5347,Tulonen,Antti,Muutos 2011,25,M,0
02 Uudenmaan vaalipiiri,4512,Tuokko,Jarmo,Itsenäisyyspuolue,60,M,0
10 Vaasan vaalipiiri,5368,Tuomaala,Matti,Vihreä liitto,31,M,0
02 Uudenmaan vaalipiiri,5241,Tuomaala,Perttu,Kansallinen Kokoomus,42,M,0
13 Lapin vaalipiiri,4200,Tuomala,Kerstin,Suomen Kommunistinen Puolue,67,F,0
02 Uudenmaan vaalipiiri,4982,Tuomela,Tiina,Suomen Kristillisdemokraatit (KD),54,F,0
06 Hämeen vaalipiiri,4521,Tuomi,Maarit ,Perussuomalaiset,47,F,0
07 Pirkanmaan vaalipiiri,4592,Tuomi,Olli-Pekka,Suomen Keskusta,49,M,0
10 Vaasan vaalipiiri,4977,Tuomikoski,Juha,Vihreä liitto,54,M,0
06 Hämeen vaalipiiri,4179,Tuominen,Eeva-Maria,Perussuomalaiset,50,F,0
01 Helsingin vaalipiiri,5455,Tuomioja,Erkki,Suomen Sosialidemokraattinen Puolue,68,M,1
01 Helsingin vaalipiiri,4809,Tuomola,Pekka,Vihreä liitto,60,M,0
12 Oulun vaalipiiri,4891,Tuppurainen,Tytti,Suomen Sosialidemokraattinen Puolue,39,F,1
06 Hämeen vaalipiiri,4455,Turja,Teppo,Suomen Kristillisdemokraatit (KD),63,M,0
08 Kaakkois-Suomen vaalipiiri,4531,Turkka,Saara,Kansallinen Kokoomus,30,F,0
09 Savo-Karjalan vaalipiiri,5373,turpeinen,tero,Muutos 2011,27,M,0
08 Kaakkois-Suomen vaalipiiri,4851,Turunen,Kaj,Perussuomalaiset,54,M,1
10 Vaasan vaalipiiri,4666,Turunen,Kauko,Suomen Kristillisdemokraatit (KD),54,M,0
02 Uudenmaan vaalipiiri,5349,Turunen,Samppa,Itsenäisyyspuolue,36,M,0
08 Kaakkois-Suomen vaalipiiri,4576,Turunen,Tarja,Suomen Kristillisdemokraatit (KD),34,F,0
06 Hämeen vaalipiiri,5970,Turunen,Tarmo,Muutos 2011,0,M,0
06 Hämeen vaalipiiri,5981,Tuutti-Kyrölä,Riitta,Itsenäisyyspuolue,0,F,0
12 Oulun vaalipiiri,6116,Tykkyläinen,Kari,Perussuomalaiset,0,M,0
11 Keski-Suomen vaalipiiri,4457,Tynjä,Riitta,Suomen Kommunistinen Puolue,62,F,0
10 Vaasan vaalipiiri,4751,Tynkkinen,Teija,Vihreä liitto,31,F,0
03 Varsinais-Suomen vaalipiiri,5936,Tynkkynen,Kari,Suomen Kristillisdemokraatit (KD),49,M,0
12 Oulun vaalipiiri,5834,Tynkkynen,Sebastian,Perussuomalaiset,26,M,0
11 Keski-Suomen vaalipiiri,5510,Tyynelä,Sinikka,Itsenäisyyspuolue,63,F,0
03 Varsinais-Suomen vaalipiiri,4510,Tyyskänen,Eveliina,Vasemmistoliitto,33,F,0
12 Oulun vaalipiiri,5799,Tölli,Tapani,Suomen Keskusta,63,M,1
07 Pirkanmaan vaalipiiri,5330,Törhönen,Marko,Perussuomalaiset,38,M,0
09 Savo-Karjalan vaalipiiri,4425,Törmälä,Anssi,Kansallinen Kokoomus,35,M,0
06 Hämeen vaalipiiri,4704,Törmänen,Johanna,Muutos 2011,32,F,0
02 Uudenmaan vaalipiiri,4477,Töyrylä,Alice,Itsenäisyyspuolue,53,F,0
04 Satakunnan vaalipiiri,5326,Uimaluoto,Marika,Suomen Sosialidemokraattinen Puolue,39,F,0
07 Pirkanmaan vaalipiiri,5990,Uludag,Ersin,Suomen Kommunistinen Puolue,0,M,0
10 Vaasan vaalipiiri,4446,Ulvinen,Irena,Vihreä liitto,37,F,0
03 Varsinais-Suomen vaalipiiri,4665,Uotila,Janne,Piraattipuolue,32,M,0
02 Uudenmaan vaalipiiri,4186,Uotila,Kari,Vasemmistoliitto,60,M,1
02 Uudenmaan vaalipiiri,5318,Uotinen,Miikka,Vasemmistoliitto,26,M,0
08 Kaakkois-Suomen vaalipiiri,4959,Urpalainen,Anu,Kansallinen Kokoomus,48,F,1
10 Vaasan vaalipiiri,5599,Urpilainen,Jutta,Suomen Sosialidemokraattinen Puolue,39,F,1
04 Satakunnan vaalipiiri,4972,Uusihonko,Hannu,Suomen Keskusta,49,M,0
03 Varsinais-Suomen vaalipiiri,5094,uutela,markus,Suomen Työväenpuolue STP,43,M,0
11 Keski-Suomen vaalipiiri,5153,Uuttana,Tero,Vihreä liitto,30,M,0
02 Uudenmaan vaalipiiri,4667,Vahasalo,Raija,Kansallinen Kokoomus,53,F,1
06 Hämeen vaalipiiri,5287,Vahter,Merja,Kansallinen Kokoomus,61,F,0
02 Uudenmaan vaalipiiri,5204,Vahtera,Pauli,Perussuomalaiset,65,M,0
01 Helsingin vaalipiiri,4395,Vainikka,Mirka,Suomen Sosialidemokraattinen Puolue,36,F,0
04 Satakunnan vaalipiiri,4160,Vainila,Johanna,Suomen Kristillisdemokraatit (KD),30,F,0
06 Hämeen vaalipiiri,5726,VAINIO,EERO,Suomen Sosialidemokraattinen Puolue,28,M,0
01 Helsingin vaalipiiri,4834,Vainio,Karla,Itsenäisyyspuolue,55,F,0
01 Helsingin vaalipiiri,4686,Vainionpää,Riitta,Suomen Työväenpuolue STP,62,F,0
11 Keski-Suomen vaalipiiri,6068,Vainionpää,Ville,Muutos 2011,0,M,0
08 Kaakkois-Suomen vaalipiiri,6011,Valkonen,Esa,Vasemmistoliitto,0,M,0
11 Keski-Suomen vaalipiiri,5538,Valkonen,Pekka,Itsenäisyyspuolue,59,M,0
03 Varsinais-Suomen vaalipiiri,5762,Valkonen,Ville,Kansallinen Kokoomus,27,M,0
03 Varsinais-Suomen vaalipiiri,5927,Vallavuori,Kaisa,Vasemmistoliitto,36,F,0
04 Satakunnan vaalipiiri,4645,Vallinsalo,Petri,Vihreä liitto,50,M,0
03 Varsinais-Suomen vaalipiiri,4202,Vallittu,Pertti,Suomen Kristillisdemokraatit (KD),55,M,0
01 Helsingin vaalipiiri,4585,Valpas,Antti,Perussuomalaiset,36,M,0
10 Vaasan vaalipiiri,4794,Valtamäki,Erkki,Perussuomalaiset,64,M,0
12 Oulun vaalipiiri,4441,Valtanen,Pirkko,Suomen Sosialidemokraattinen Puolue,58,F,0
08 Kaakkois-Suomen vaalipiiri,4435,Valtonen,Mikko,Suomen Sosialidemokraattinen Puolue,27,M,0
11 Keski-Suomen vaalipiiri,4389,Vanhala,Mauno,Perussuomalaiset,65,M,0
08 Kaakkois-Suomen vaalipiiri,4223,Vanhala ,Toni,Kansallinen Kokoomus,40,M,0
02 Uudenmaan vaalipiiri,4654,Vanhanen,Matti,Suomen Keskusta,59,M,0
12 Oulun vaalipiiri,6098,Vanninen,Jari,Muutos 2011,36,M,0
13 Lapin vaalipiiri,4906,Vapa,Marko,Itsenäisyyspuolue,37,M,0
11 Keski-Suomen vaalipiiri,4958,Vapa,Mikko Antero,Itsenäisyyspuolue,37,M,0
13 Lapin vaalipiiri,5319,Varajärvi,Marko,Vasemmistoliitto,43,M,0
01 Helsingin vaalipiiri,5377,Vartia,Antero,Vihreä liitto,34,M,0
01 Helsingin vaalipiiri,5817,Vartiainen,Juhana,Kansallinen Kokoomus,56,M,0
12 Oulun vaalipiiri,5822,Vartiainen,Mikko,Kommunistinen Työväenpuolue - Rauhan ja Sosialismin puolesta,58,M,0
03 Varsinais-Suomen vaalipiiri,4774,Vasama,Jaana,Suomen Sosialidemokraattinen Puolue,49,F,0
09 Savo-Karjalan vaalipiiri,5151,Vaskonen,Martti,Suomen Kommunistinen Puolue,60,M,0
09 Savo-Karjalan vaalipiiri,5031,Vauhkonen,Jouni,Vihreä liitto,56,M,0
03 Varsinais-Suomen vaalipiiri,4917,Vauranoja,Sanna,Kansallinen Kokoomus,37,F,0
12 Oulun vaalipiiri,5802,Vehkaperä,Mirja,Suomen Keskusta,38,F,1
11 Keski-Suomen vaalipiiri,4344,VEHKOMÄKI,PAULA,Vihreä liitto,58,F,0
09 Savo-Karjalan vaalipiiri,4230,Vehviläinen,Anu,Suomen Keskusta,0,F,1
07 Pirkanmaan vaalipiiri,5169,Vehviläinen,Tero ,Valitsijayhdistys Tero Vehviläinen,41,M,0
04 Satakunnan vaalipiiri,5130,Vepsä,Kimmo,Kansallinen Kokoomus,51,M,0
01 Helsingin vaalipiiri,5764,Vepsä,Sinikka,Suomen Sosialidemokraattinen Puolue,58,F,0
04 Satakunnan vaalipiiri,5110,Vepsäläinen,Tuula,Suomen Kristillisdemokraatit (KD),60,F,0
03 Varsinais-Suomen vaalipiiri,5531,Vesti,Jetro,Piraattipuolue,27,M,0
02 Uudenmaan vaalipiiri,5790,Vestman,Heikki,Kansallinen Kokoomus,29,M,0
12 Oulun vaalipiiri,5004,Vihanto,Markku,Suomen Kristillisdemokraatit (KD),71,M,0
08 Kaakkois-Suomen vaalipiiri,6022,Vihavainen,Satu,Perussuomalaiset,0,F,0
03 Varsinais-Suomen vaalipiiri,5658,Viherlampi,Jari,Suomen Kristillisdemokraatit (KD),55,M,0
04 Satakunnan vaalipiiri,5949,Viinamäki,Terttu,Vasemmistoliitto,0,F,0
13 Lapin vaalipiiri,5351,Viiri,Heli,Suomen Keskusta,46,F,0
10 Vaasan vaalipiiri,5254,Viita-aho,Miko,Piraattipuolue,19,M,0
12 Oulun vaalipiiri,4742,Viitala,Matti,Perussuomalaiset,65,M,0
08 Kaakkois-Suomen vaalipiiri,4256,Viitamies,Pauliina,Suomen Sosialidemokraattinen Puolue,45,F,1
03 Varsinais-Suomen vaalipiiri,5504,Viitanen,Annika,Kansallinen Kokoomus,29,F,0
07 Pirkanmaan vaalipiiri,4560,Viitanen,Pia,Suomen Sosialidemokraattinen Puolue,47,F,1
02 Uudenmaan vaalipiiri,4420,Viitaniemi,Arto,Suomen Kommunistinen Puolue,67,M,0
03 Varsinais-Suomen vaalipiiri,5939,Vikman,Jarmo,Suomen Työväenpuolue STP,0,M,0
07 Pirkanmaan vaalipiiri,5245,Vikman,Sofia,Kansallinen Kokoomus,31,F,0
08 Kaakkois-Suomen vaalipiiri,4948,Vilen,Jenni,Perussuomalaiset,24,F,0
08 Kaakkois-Suomen vaalipiiri,4946,Viljakainen,Kaija,Suomen Keskusta,57,F,0
02 Uudenmaan vaalipiiri,5610,Viljanen,Eerikki,Suomen Keskusta,39,M,0
06 Hämeen vaalipiiri,5975,Viljanen,Ilkka,Kansallinen Kokoomus,54,M,0
07 Pirkanmaan vaalipiiri,5170,Viljanmaa ,Anita,Valitsijayhdistys Anita Viljanmaa,62,F,0
01 Helsingin vaalipiiri,4643,Virkkala,Susan,Itsenäisyyspuolue,41,F,0
02 Uudenmaan vaalipiiri,4590,Viro,Päivi,Suomen Keskusta,38,F,0
03 Varsinais-Suomen vaalipiiri,4786,Virolainen,Anne-Mari,Kansallinen Kokoomus,49,F,1
02 Uudenmaan vaalipiiri,4571,Virtala,Timo,Vihreä liitto,40,M,0
01 Helsingin vaalipiiri,5815,Virtanen,Juha,Piraattipuolue,44,M,0
04 Satakunnan vaalipiiri,4612,Virtanen,Kalle,Itsenäisyyspuolue,48,M,0
13 Lapin vaalipiiri,5632,Virtanen,Liisa,Vihreä liitto,44,F,0
11 Keski-Suomen vaalipiiri,5225,Virtanen,Pentti,Kommunistinen Työväenpuolue - Rauhan ja Sosialismin puolesta,0,M,0
11 Keski-Suomen vaalipiiri,5443,Visakorpi,Marika,Suomen Kristillisdemokraatit (KD),45,F,0
11 Keski-Suomen vaalipiiri,4419,Volanen,Matti Vesa,Vasemmistoliitto,68,M,0
03 Varsinais-Suomen vaalipiiri,5449,Vornanen,Jukka,Vihreä liitto,30,M,0
10 Vaasan vaalipiiri,5783,Vornanen,Tauno,Itsenäisyyspuolue,60,M,0
08 Kaakkois-Suomen vaalipiiri,5076,Voutilainen,Emmi,Perussuomalaiset,27,F,0
02 Uudenmaan vaalipiiri,5909,Voutilainen,Samu,Piraattipuolue,0,M,0
07 Pirkanmaan vaalipiiri,5136,Vuohensilta,Timo,Suomen Keskusta,59,M,0
03 Varsinais-Suomen vaalipiiri,5923,Vuolo-Äärilä,Kirsti,Suomen Kommunistinen Puolue,0,F,0
12 Oulun vaalipiiri,5338,Vuolteenaho,Jarmo,Suomen Keskusta,56,M,0
04 Satakunnan vaalipiiri,4957,Vuorela,Sari,Suomen Keskusta,49,F,0
01 Helsingin vaalipiiri,4911,Vuorelma,Maria,Vihreä liitto,32,F,0
07 Pirkanmaan vaalipiiri,4504,Vuorenpää,Harri,Perussuomalaiset,32,M,0
04 Satakunnan vaalipiiri,4881,Vuorenpää,Matti,Suomen Kommunistinen Puolue,57,M,0
10 Vaasan vaalipiiri,4537,vuorinen,anna,Muutos 2011,53,F,0
08 Kaakkois-Suomen vaalipiiri,4359,Vuorinen,Jukka,Suomen Keskusta,52,M,0
01 Helsingin vaalipiiri,4583,Vuorinen,Markku,Suomen Keskusta,66,M,0
